year,ceremonyNum,award,won,name,movie
2006 (79th),79,FILM EDITING,,United 93 ,"Clare Douglas, Christopher Rouse and Richard Pearson"
2006 (79th),79,FOREIGN LANGUAGE FILM,,After the Wedding ,Denmark
2006 (79th),79,FOREIGN LANGUAGE FILM,,Days of Glory (Indigènes) ,Algeria
2006 (79th),79,FOREIGN LANGUAGE FILM,1,The Lives of Others ,Germany
2006 (79th),79,FOREIGN LANGUAGE FILM,,Pan's Labyrinth ,Mexico
2006 (79th),79,FOREIGN LANGUAGE FILM,,Water ,Canada
2006 (79th),79,MAKEUP,,Apocalypto ,Aldo Signoretti and Vittorio Sodano
2006 (79th),79,MAKEUP,,Click ,Kazuhiro Tsuji and Bill Corso
2006 (79th),79,MAKEUP,1,Pan's Labyrinth ,David Martí and Montse Ribé
2006 (79th),79,MUSIC (Original Score),1,Babel ,Gustavo Santaolalla
2006 (79th),79,MUSIC (Original Score),,The Good German ,Thomas Newman
2006 (79th),79,MUSIC (Original Score),,Notes on a Scandal ,Philip Glass
2006 (79th),79,MUSIC (Original Score),,Pan's Labyrinth ,Javier Navarrete
2006 (79th),79,MUSIC (Original Score),,The Queen ,Alexandre Desplat
2006 (79th),79,MUSIC (Original Song),1,"""I Need To Wake Up"" from An Inconvenient Truth",Music and Lyric by Melissa Etheridge
2006 (79th),79,MUSIC (Original Song),,"""Listen"" from Dreamgirls",Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven
2006 (79th),79,MUSIC (Original Song),,"""Love You I Do"" from Dreamgirls",Music by Henry Krieger; Lyric by Siedah Garrett
2006 (79th),79,MUSIC (Original Song),,"""Our Town"" from Cars",Music and Lyric by Randy Newman
2006 (79th),79,MUSIC (Original Song),,"""Patience"" from Dreamgirls",Music by Henry Krieger; Lyric by Willie Reale
2006 (79th),79,BEST PICTURE,,Babel ,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers"
2006 (79th),79,BEST PICTURE,1,The Departed ,"Graham King, Producer"
2006 (79th),79,BEST PICTURE,,Letters from Iwo Jima ,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers"
2006 (79th),79,BEST PICTURE,,Little Miss Sunshine ,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers"
2006 (79th),79,BEST PICTURE,,The Queen ,"Andy Harries, Christine Langan and Tracey Seaward, Producers"
2006 (79th),79,SHORT FILM (Animated),1,The Danish Poet ,Torill Kove
2006 (79th),79,SHORT FILM (Animated),,Lifted ,Gary Rydstrom
2006 (79th),79,SHORT FILM (Animated),,The Little Matchgirl ,Roger Allers and Don Hahn
2006 (79th),79,SHORT FILM (Animated),,Maestro ,Géza M. Tóth
2006 (79th),79,SHORT FILM (Animated),,No Time for Nuts ,Chris Renaud and Michael Thurmeier
2006 (79th),79,SHORT FILM (Live Action),,Binta and the Great Idea (Binta Y La Gran Idea) ,Javier Fesser and Luis Manso
2006 (79th),79,SHORT FILM (Live Action),,Éramos Pocos (One Too Many) ,Borja Cobeaga
2006 (79th),79,SHORT FILM (Live Action),,Helmer & Son ,Søren Pilmark and Kim Magnusson
2006 (79th),79,SHORT FILM (Live Action),,The Saviour ,Peter Templeman and Stuart Parkyn
2006 (79th),79,SHORT FILM (Live Action),1,West Bank Story ,Ari Sandel
2006 (79th),79,SOUND EDITING,,Apocalypto ,Sean McCormack and Kami Asgar
2006 (79th),79,SOUND EDITING,,Blood Diamond ,Lon Bender
2006 (79th),79,SOUND EDITING,,Flags of Our Fathers ,Alan Robert Murray and Bub Asman
2006 (79th),79,SOUND EDITING,1,Letters from Iwo Jima ,Alan Robert Murray and Bub Asman
2006 (79th),79,SOUND EDITING,,Pirates of the Caribbean: Dead Man's Chest ,Christopher Boyes and George Watters II
2006 (79th),79,SOUND MIXING,,Apocalypto ,"Kevin O'Connell, Greg P. Russell and Fernando Cámara"
2006 (79th),79,SOUND MIXING,,Blood Diamond ,"Andy Nelson, Anna Behlmer and Ivan Sharrock"
2006 (79th),79,SOUND MIXING,1,Dreamgirls ,"Michael Minkler, Bob Beemer and Willie Burton"
2006 (79th),79,SOUND MIXING,,Flags of Our Fathers ,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin"
2006 (79th),79,SOUND MIXING,,Pirates of the Caribbean: Dead Man's Chest ,"Paul Massey, Christopher Boyes and Lee Orloff"
2006 (79th),79,VISUAL EFFECTS,1,Pirates of the Caribbean: Dead Man's Chest ,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall"
2006 (79th),79,VISUAL EFFECTS,,Poseidon ,"Boyd Shermis, Kim Libreri, Chas Jarrett and John Frazier"
2006 (79th),79,VISUAL EFFECTS,,Superman Returns ,"Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum"
2006 (79th),79,WRITING (Adapted Screenplay),,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips
2006 (79th),79,WRITING (Adapted Screenplay),,Children of Men ,Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby
2006 (79th),79,WRITING (Adapted Screenplay),1,The Departed ,Screenplay by William Monahan
2006 (79th),79,WRITING (Adapted Screenplay),,Little Children ,Screenplay by Todd Field & Tom Perrotta
2006 (79th),79,WRITING (Adapted Screenplay),,Notes on a Scandal ,Screenplay by Patrick Marber
2006 (79th),79,WRITING (Original Screenplay),,Babel ,Written by Guillermo Arriaga
2006 (79th),79,WRITING (Original Screenplay),,Letters from Iwo Jima ,Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis
2006 (79th),79,WRITING (Original Screenplay),1,Little Miss Sunshine ,Written by Michael Arndt
2006 (79th),79,WRITING (Original Screenplay),,Pan's Labyrinth ,Written by Guillermo del Toro
2006 (79th),79,WRITING (Original Screenplay),,The Queen ,Written by Peter Morgan
2006 (79th),79,JEAN HERSHOLT HUMANITARIAN AWARD,1,Sherry Lansing,
2006 (79th),79,HONORARY AWARD,1,To Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music.,
2006 (79th),79,GORDON E. SAWYER AWARD,1,Ray Feeney,
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To PHILLIP J. FEINER, JIM HOUSTON, DENIS LECONTE and CHRIS BUSHMAN of Pacific Title and Art Studio for the design and development of the Rosetta process for creating digital YCM archival masters for digital film restoration. With elements that may be recombined either digitally or optically, the Rosetta Separations process offers a uniquely great versatility in achieving high-quality results for digital YCM archiving. [Laboratory]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To STEVE SULLIVAN, COLIN DAVIDSON, MAX CHEN and FRANCESCO CALLARI for the design and development of the ILM Image-based Modeling System. This highly integrated system facilitates interactive construction and editing of 3D models from digital photographs and addresses the three-dimensional scanning needs of motion pictures in unique and innovative ways. [Digital Imaging Technology]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To DR. BILL COLLIS, SIMON ROBINSON, BEN KENT and DR. ANIL KOKARAM for the design and development of the Furnace integrated suite of software tools that robustly utilizes temporal coherence for enhancing visual effects in motion picture sequences. The Furnace toolset's modularity, flexibility and robustness has set a high standard of quality for optical flow-based image manipulation. [Digital Imaging Technology]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To HOWARD PRESTON and MIRKO KOVACEVIC for the design and engineering of the Preston Cinema Systems FI+Z wireless remote system. Pioneering unprecedented reliability and flexibility in wireless lens and camera operation, the FI+Z has continued to be a leader in innovation since its introduction in 1994. [Photography]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To JOSHUA PINES and CHRIS KUTCKA of Technicolor Digital Intermediates for the design and development of the TDI process for creating archival separations from digital image data. The TDI process is based on the production of digital separation negatives creating archival elements that can be scanned and digitally recombined in the future. [Laboratory],
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To WILLIAM FEIGHTNER and CHRIS EDWARDS of E-Film for the design and development of the E-Film process for creating archival separations from digital image data. The E-Film process is based on the production of digital separation negatives creating archival elements that can be scanned and digitally recombined in the future. [Laboratory],
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To ALBERT RIDILLA, PAPKEN SHAHBAZIAN, RONALD BELKNAP and JAY McGARRIGLE for the design and development of the Hollywood Film Company Brumagic MPST Densitometer. The Brumagic MPST was designed specifically to measure density in the motion picture soundtrack and has become the densitometer of choice for reading soundtrack negative and positive densities worldwide. [Sound]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To KLEMENS KEHRER, JOSEF HANDLER, THOMAS SMIDEK and MARC SHIPMAN MUELLER for the design and development of the Arriflex 235 Camera System. Designed for handheld photography, the features of this small, lightweight MOS camera also allow it to be used as a secondary production camera. [Camera]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To FLORIAN KAINZ for the design and engineering of OpenEXR, a software package implementing 16-bit, floating point, high dynamic range image files. Widely adopted, OpenEXR is engineered to meet the requirements of the visual effects industry by providing for lossless and lossy compression of tiered and tiled images. [Digital Imaging Technology]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To WALTER TRAUNINGER and ERNST TSCHIDA for the design and engineering of the Arri WRC wireless remote lens control system. This highly modular system permits accurate and reliable wireless control with multiple hand controls of all lens functions. [Photography],
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To CHRISTIAN TSCHIDA and MARTIN WAITZ of cmotion for the design and engineering of the cmotion Wireless Remote System. The graphical user interface of the cmotion System eases the difficult task of following focus, and the unique lens tag system recalls the calibration for each lens. [Photography]",
2006 (79th),79,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To PETER LITWINOWICZ and PIERRE JASMIN for the design and development of the RE:Vision Effects family of software tools for optical flow-based image manipulation. A unique user interface and relatively low cost have made these tools ubiquitous in the visual effects community. [Digital Imaging Technology],
2006 (79th),79,AWARD OF COMMENDATION,1,"To Ioan Allen, J. Wayne Anderson, Mary Ann Anderson, Ted Costas, Paul R. Goldberg, Shawn Jones, Thomas Kuhn, Dr. Alan Masson, Colin Mossman, Martin Richards, Frank Ricotta and Richard C. Sehlin for their contributions to the environmentally responsible industry conversion from silver-based to cyan dye analog soundtracks.",
2006 (79th),79,JOHN A. BONNER MEDAL OF COMMENDATION,1,To Richard Edlund in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,
2007 (80th),80,ACTOR,,George Clooney,Michael Clayton
2007 (80th),80,ACTOR,1,Daniel Day-Lewis,There Will Be Blood
2007 (80th),80,ACTOR,,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street
2007 (80th),80,ACTOR,,Tommy Lee Jones,In the Valley of Elah
2007 (80th),80,ACTOR,,Viggo Mortensen,Eastern Promises
2007 (80th),80,ACTOR IN A SUPPORTING ROLE,,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford
2007 (80th),80,ACTOR IN A SUPPORTING ROLE,1,Javier Bardem,No Country for Old Men
2007 (80th),80,ACTOR IN A SUPPORTING ROLE,,Philip Seymour Hoffman,Charlie Wilson's War
2007 (80th),80,ACTOR IN A SUPPORTING ROLE,,Hal Holbrook,Into the Wild
2007 (80th),80,ACTOR IN A SUPPORTING ROLE,,Tom Wilkinson,Michael Clayton
2007 (80th),80,ACTRESS,,Cate Blanchett,Elizabeth: The Golden Age
2007 (80th),80,ACTRESS,,Julie Christie,Away from Her
2007 (80th),80,ACTRESS,1,Marion Cotillard,La Vie en Rose
2007 (80th),80,ACTRESS,,Laura Linney,The Savages
2007 (80th),80,ACTRESS,,Ellen Page,Juno
2007 (80th),80,ACTRESS IN A SUPPORTING ROLE,,Cate Blanchett,I'm Not There
2007 (80th),80,ACTRESS IN A SUPPORTING ROLE,,Ruby Dee,American Gangster
2007 (80th),80,ACTRESS IN A SUPPORTING ROLE,,Saoirse Ronan,Atonement
2007 (80th),80,ACTRESS IN A SUPPORTING ROLE,,Amy Ryan,Gone Baby Gone
2007 (80th),80,ACTRESS IN A SUPPORTING ROLE,1,Tilda Swinton,Michael Clayton
2007 (80th),80,ANIMATED FEATURE FILM,,Persepolis ,Marjane Satrapi and Vincent Paronnaud
2007 (80th),80,ANIMATED FEATURE FILM,1,Ratatouille ,Brad Bird
2007 (80th),80,ANIMATED FEATURE FILM,,Surf's Up ,Ash Brannon and Chris Buck
2007 (80th),80,ART DIRECTION,,American Gangster ,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino
2007 (80th),80,ART DIRECTION,,Atonement ,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer
2007 (80th),80,ART DIRECTION,,The Golden Compass ,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock
2007 (80th),80,ART DIRECTION,1,Sweeney Todd The Demon Barber of Fleet Street ,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo
2007 (80th),80,ART DIRECTION,,There Will Be Blood ,Art Direction: Jack Fisk; Set Decoration: Jim Erickson
2007 (80th),80,CINEMATOGRAPHY,,The Assassination of Jesse James by the Coward Robert Ford ,Roger Deakins
2007 (80th),80,CINEMATOGRAPHY,,Atonement ,Seamus McGarvey
2007 (80th),80,CINEMATOGRAPHY,,The Diving Bell and the Butterfly ,Janusz Kaminski
2007 (80th),80,CINEMATOGRAPHY,,No Country for Old Men ,Roger Deakins
2007 (80th),80,CINEMATOGRAPHY,1,There Will Be Blood ,Robert Elswit
2007 (80th),80,COSTUME DESIGN,,Across the Universe ,Albert Wolsky
2007 (80th),80,COSTUME DESIGN,,Atonement ,Jacqueline Durran
2007 (80th),80,COSTUME DESIGN,1,Elizabeth: The Golden Age ,Alexandra Byrne
2007 (80th),80,COSTUME DESIGN,,La Vie en Rose ,Marit Allen
2007 (80th),80,COSTUME DESIGN,,Sweeney Todd The Demon Barber of Fleet Street ,Colleen Atwood
2007 (80th),80,DIRECTING,,The Diving Bell and the Butterfly ,Julian Schnabel
2007 (80th),80,DIRECTING,,Juno ,Jason Reitman
2007 (80th),80,DIRECTING,,Michael Clayton ,Tony Gilroy
2007 (80th),80,DIRECTING,1,No Country for Old Men ,Joel Coen and Ethan Coen
2007 (80th),80,DIRECTING,,There Will Be Blood ,Paul Thomas Anderson
2007 (80th),80,DOCUMENTARY (Feature),,No End in Sight ,Charles Ferguson and Audrey Marrs
2007 (80th),80,DOCUMENTARY (Feature),,Operation Homecoming: Writing the Wartime Experience ,Richard E. Robbins
2007 (80th),80,DOCUMENTARY (Feature),,Sicko ,Michael Moore and Meghan O'Hara
2007 (80th),80,DOCUMENTARY (Feature),1,Taxi to the Dark Side ,Alex Gibney and Eva Orner
2007 (80th),80,DOCUMENTARY (Feature),,War/Dance ,Andrea Nix Fine and Sean Fine
2007 (80th),80,DOCUMENTARY (Short Subject),1,Freeheld ,Cynthia Wade and Vanessa Roth
2007 (80th),80,DOCUMENTARY (Short Subject),,La Corona (The Crown) ,Amanda Micheli and Isabel Vega
2007 (80th),80,DOCUMENTARY (Short Subject),,Salim Baba ,Tim Sternberg and Francisco Bello
2007 (80th),80,DOCUMENTARY (Short Subject),,Sari's Mother ,James Longley
2007 (80th),80,FILM EDITING,1,The Bourne Ultimatum ,Christopher Rouse
2007 (80th),80,FILM EDITING,,The Diving Bell and the Butterfly ,Juliette Welfling
2007 (80th),80,FILM EDITING,,Into the Wild ,Jay Cassidy
2007 (80th),80,FILM EDITING,,No Country for Old Men ,Roderick Jaynes
2007 (80th),80,FILM EDITING,,There Will Be Blood ,Dylan Tichenor
2007 (80th),80,FOREIGN LANGUAGE FILM,,Beaufort ,Israel
2007 (80th),80,FOREIGN LANGUAGE FILM,1,The Counterfeiters ,Austria
2007 (80th),80,FOREIGN LANGUAGE FILM,,Katyn ,Poland
2007 (80th),80,FOREIGN LANGUAGE FILM,,Mongol ,Kazakhstan
2007 (80th),80,FOREIGN LANGUAGE FILM,,12 ,Russia
2007 (80th),80,MAKEUP,1,La Vie en Rose ,Didier Lavergne and Jan Archibald
2007 (80th),80,MAKEUP,,Norbit ,Rick Baker and Kazuhiro Tsuji
2007 (80th),80,MAKEUP,,Pirates of the Caribbean: At World's End ,Ve Neill and Martin Samuel
2007 (80th),80,MUSIC (Original Score),1,Atonement ,Dario Marianelli
2007 (80th),80,MUSIC (Original Score),,The Kite Runner ,Alberto Iglesias
