year,ceremonyNum,award,won,name,movie
2004 (77th),77,WRITING (Adapted Screenplay),,Finding Neverland ,Screenplay by David Magee
2004 (77th),77,WRITING (Adapted Screenplay),,Million Dollar Baby ,Screenplay by Paul Haggis
2004 (77th),77,WRITING (Adapted Screenplay),,The Motorcycle Diaries ,Screenplay by José Rivera
2004 (77th),77,WRITING (Adapted Screenplay),1,Sideways ,Screenplay by Alexander Payne & Jim Taylor
2004 (77th),77,WRITING (Original Screenplay),,The Aviator ,Written by John Logan
2004 (77th),77,WRITING (Original Screenplay),1,Eternal Sunshine of the Spotless Mind ,Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth
2004 (77th),77,WRITING (Original Screenplay),,Hotel Rwanda ,Written by Keir Pearson & Terry George
2004 (77th),77,WRITING (Original Screenplay),,The Incredibles ,Written by Brad Bird
2004 (77th),77,WRITING (Original Screenplay),,Vera Drake ,Written by Mike Leigh
2004 (77th),77,JEAN HERSHOLT HUMANITARIAN AWARD,1,Roger Mayer,
2004 (77th),77,HONORARY AWARD,1,"To Sidney Lumet in recognition of his brilliant services to screenwriters, performers and the art of the motion picture.",
2004 (77th),77,GORDON E. SAWYER AWARD,1,Takuo Miyagishima,
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),1,"To HORST BURBULLA for the invention and continuing development of the Technocrane telescoping camera crane. With its electronically driven leveling head, adjustable moveable weight carriage, and lightweight, extremely precise telescoping beam elements that allow camera movement during shots, the Technocrane has redefined the state-of-the-art in camera crane technology. [Camera Cranes]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),1,"To JEAN-MARIE LAVALOU, ALAIN MASSERON and DAVID SAMUELSON for the engineering and development of the Louma Camera Crane and remote system for motion picture production. The Louma pioneered a remotely-operated camera head combined with a lightweight and portable modular crane. Its design has proved to be the inspiration for numerous subsequent remote camera systems. [Camera Cranes]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To GYULA MESTER (electronic systems design) and KEITH EDWARDS (mechanical engineering) for their significant contributions to and continuing development of the Technocrane telescoping camera crane. With its electronically driven leveling head, adjustable moveable weight carriage, and lightweight, extremely precise telescoping beam elements that allow camera movement during shots, the Technocrane has redefined the state-of-the-art in camera crane technology. [Camera Cranes]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To LINDSAY ARNOLD, GUY GRIFFITHS, DAVID HODSON, CHARLIE LAWRENCE and DAVID MANN for their development of the Cineon Digital Film Workstation. Cineon pioneered a commercial node-graph compositing system establishing a new visual method for direct manipulation of the compositing process, which influenced and defined modern digital compositing workflows. [Digital Imaging Technology]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To GREG CANNOM and WESLEY WOFFORD for the development of their special modified silicone material for makeup appliances used in motion pictures. This proprietary modified silicone makeup system allows for the creation of either partial or full-face appliances for motion picture makeup effects that move like real flesh, have translucency similar to skin and will accept standard makeup materials. [Systems]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To JERRY COTTS for the original concept and design and ANTHONY SEAMAN for the engineering of the Satellight-X HMI Softlight. With its large radiating surface and thin profile, this collapsible, self-contained HMI softlight provides a diffuse light to simulate daylight in location interiors, where space is often limited. [Lighting]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To STEVEN E. BOZE for the design and implementation of the DNF 001 multi-band digital audio noise suppressor. Designed in the early 1990s when digital signal processing was in its early stages, the real-time digital approach of the DNF 001 provided accurate filter response with minimal interaction, allowing noise attenuation with fewer artifacts. [Sound]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To DR. CHRISTOPHER HICKS and DAVE BETTS for the design and implementation of the Cedar DNS 1000 multi-band digital noise suppressor. The Cedar DNS 1000 is specifically designed to reduce background noise from recorded motion picture dialog. With its precise filters it allows the frequency ranges to be altered or even cascaded to pinpoint and reduce the offending noise. [Sound],
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To NELSON TYLER for the development of the Tyler Gyroplatform boat mount stabilizing device for motion picture photography. As a pioneer in this area of motion picture technology, Tyler's 2-axis, hydraulically-powered camera mount successfully eliminates the pitch and roll associated with camera shots taken from a boat in the water. [Photography]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To DR. JULIAN MORRIS, MICHAEL BIRCH, DR. PAUL SMYTH and PAUL TATE for the development of the Vicon motion capture technology. Vicon Motion Systems developed special-purpose cameras for motion capture with software systems that maximized their impact on the motion picture industry. [Digital Imaging Technology]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To DR. JOHN O.B. GREAVES, NED PHIPPS, ANTONIE J. VAN DEN BOGERT and WILLIAM HAYES for the development of the Motion Analysis motion capture technology. Motion Analysis Corporation developed special-purpose cameras for motion capture with software systems that maximized their impact on the motion picture industry. [Digital Imaging Technology]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To DR. NELS MADSEN, VAUGHN CATO, MATTHEW MADDEN and BILL LORTON for the development of the Giant Studios motion capture technology. The software solution created by Giant Studios applied a unique biometric approach that has influenced the development of motion capture technology for motion pictures. [Digital Imaging Technology]",
2004 (77th),77,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To ALAN KAPLER for the design and development of ""Storm,"" a software toolkit for artistic control of volumetric effects. ""Storm"" employs an efficient method for directly manipulating volumetric data to create effects such as clouds, water and avalanches with familiar operators inspired by image compositing and painting operations. [Digital Imaging Technology]",
2004 (77th),77,AWARD OF COMMENDATION,1,"To Arthur Widmer for his lifetime of achievement in the science and technology of image compositing for motion pictures as exemplified by his significant contributions to the development of the Ultra Violet and the ""bluescreen"" compositing processes.",
2005 (78th),78,ACTOR,1,Philip Seymour Hoffman,Capote
2005 (78th),78,ACTOR,,Terrence Howard,Hustle & Flow
2005 (78th),78,ACTOR,,Heath Ledger,Brokeback Mountain
2005 (78th),78,ACTOR,,Joaquin Phoenix,Walk the Line
2005 (78th),78,ACTOR,,David Strathairn,"Good Night, and Good Luck."
2005 (78th),78,ACTOR IN A SUPPORTING ROLE,1,George Clooney,Syriana
2005 (78th),78,ACTOR IN A SUPPORTING ROLE,,Matt Dillon,Crash
2005 (78th),78,ACTOR IN A SUPPORTING ROLE,,Paul Giamatti,Cinderella Man
2005 (78th),78,ACTOR IN A SUPPORTING ROLE,,Jake Gyllenhaal,Brokeback Mountain
2005 (78th),78,ACTOR IN A SUPPORTING ROLE,,William Hurt,A History of Violence
2005 (78th),78,ACTRESS,,Judi Dench,Mrs. Henderson Presents
2005 (78th),78,ACTRESS,,Felicity Huffman,Transamerica
2005 (78th),78,ACTRESS,,Keira Knightley,Pride & Prejudice
2005 (78th),78,ACTRESS,,Charlize Theron,North Country
2005 (78th),78,ACTRESS,1,Reese Witherspoon,Walk the Line
2005 (78th),78,ACTRESS IN A SUPPORTING ROLE,,Amy Adams,Junebug
2005 (78th),78,ACTRESS IN A SUPPORTING ROLE,,Catherine Keener,Capote
2005 (78th),78,ACTRESS IN A SUPPORTING ROLE,,Frances McDormand,North Country
2005 (78th),78,ACTRESS IN A SUPPORTING ROLE,1,Rachel Weisz,The Constant Gardener
2005 (78th),78,ACTRESS IN A SUPPORTING ROLE,,Michelle Williams,Brokeback Mountain
2005 (78th),78,ANIMATED FEATURE FILM,,Howl's Moving Castle ,Hayao Miyazaki
2005 (78th),78,ANIMATED FEATURE FILM,,Tim Burton's Corpse Bride ,Mike Johnson and Tim Burton
2005 (78th),78,ANIMATED FEATURE FILM,1,Wallace & Gromit in The Curse of the Were-Rabbit ,Nick Park and Steve Box
2005 (78th),78,ART DIRECTION,,"Good Night, and Good Luck. ",Art Direction:  Jim Bissell; Set Decoration:  Jan Pascale
2005 (78th),78,ART DIRECTION,,Harry Potter and the Goblet of Fire ,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan
2005 (78th),78,ART DIRECTION,,King Kong ,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Simon Bright
2005 (78th),78,ART DIRECTION,1,Memoirs of a Geisha ,Art Direction:  John Myhre; Set Decoration:  Gretchen Rau
2005 (78th),78,ART DIRECTION,,Pride & Prejudice ,Art Direction:  Sarah Greenwood; Set Decoration:  Katie Spencer
2005 (78th),78,CINEMATOGRAPHY,,Batman Begins ,Wally Pfister
2005 (78th),78,CINEMATOGRAPHY,,Brokeback Mountain ,Rodrigo Prieto
2005 (78th),78,CINEMATOGRAPHY,,"Good Night, and Good Luck. ",Robert Elswit
2005 (78th),78,CINEMATOGRAPHY,1,Memoirs of a Geisha ,Dion Beebe
2005 (78th),78,CINEMATOGRAPHY,,The New World ,Emmanuel Lubezki
2005 (78th),78,COSTUME DESIGN,,Charlie and the Chocolate Factory ,Gabriella Pescucci
2005 (78th),78,COSTUME DESIGN,1,Memoirs of a Geisha ,Colleen Atwood
2005 (78th),78,COSTUME DESIGN,,Mrs. Henderson Presents ,Sandy Powell
2005 (78th),78,COSTUME DESIGN,,Pride & Prejudice ,Jacqueline Durran
2005 (78th),78,COSTUME DESIGN,,Walk the Line ,Arianne Phillips
2005 (78th),78,DIRECTING,1,Brokeback Mountain ,Ang Lee
2005 (78th),78,DIRECTING,,Capote ,Bennett Miller
2005 (78th),78,DIRECTING,,Crash ,Paul Haggis
2005 (78th),78,DIRECTING,,"Good Night, and Good Luck. ",George Clooney
2005 (78th),78,DIRECTING,,Munich ,Steven Spielberg
2005 (78th),78,DOCUMENTARY (Feature),,Darwin's Nightmare ,Hubert Sauper
2005 (78th),78,DOCUMENTARY (Feature),,Enron: The Smartest Guys in the Room ,Alex Gibney and Jason Kliot
2005 (78th),78,DOCUMENTARY (Feature),1,March of the Penguins ,Luc Jacquet and Yves Darondeau
2005 (78th),78,DOCUMENTARY (Feature),,Murderball ,Henry-Alex Rubin and Dana Adam Shapiro
2005 (78th),78,DOCUMENTARY (Feature),,Street Fight ,Marshall Curry
2005 (78th),78,DOCUMENTARY (Short Subject),,The Death of Kevin Carter: Casualty of the Bang Bang Club ,Dan Krauss
2005 (78th),78,DOCUMENTARY (Short Subject),,God Sleeps in Rwanda ,Kimberlee Acquaro and Stacy Sherman
2005 (78th),78,DOCUMENTARY (Short Subject),,The Mushroom Club ,Steven Okazaki
2005 (78th),78,DOCUMENTARY (Short Subject),1,A Note of Triumph: The Golden Age of Norman Corwin ,Corinne Marrinan and Eric Simonson
2005 (78th),78,FILM EDITING,,Cinderella Man ,Mike Hill and Dan Hanley
2005 (78th),78,FILM EDITING,,The Constant Gardener ,Claire Simpson
2005 (78th),78,FILM EDITING,1,Crash ,Hughes Winborne
2005 (78th),78,FILM EDITING,,Munich ,Michael Kahn
2005 (78th),78,FILM EDITING,,Walk the Line ,Michael McCusker
2005 (78th),78,FOREIGN LANGUAGE FILM,,Don't Tell ,Italy
2005 (78th),78,FOREIGN LANGUAGE FILM,,Joyeux Noël ,France
2005 (78th),78,FOREIGN LANGUAGE FILM,,Paradise Now ,The Palestinian Territories
2005 (78th),78,FOREIGN LANGUAGE FILM,,Sophie Scholl - The Final Days ,Germany
2005 (78th),78,FOREIGN LANGUAGE FILM,1,Tsotsi ,South Africa
2005 (78th),78,MAKEUP,1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Howard Berger and Tami Lane
2005 (78th),78,MAKEUP,,Cinderella Man ,David Leroy Anderson and Lance Anderson
2005 (78th),78,MAKEUP,,Star Wars: Episode III Revenge of the Sith ,Dave Elsey and Nikki Gooley
2005 (78th),78,MUSIC (Original Score),1,Brokeback Mountain ,Gustavo Santaolalla
2005 (78th),78,MUSIC (Original Score),,The Constant Gardener ,Alberto Iglesias
2005 (78th),78,MUSIC (Original Score),,Memoirs of a Geisha ,John Williams
2005 (78th),78,MUSIC (Original Score),,Munich ,John Williams
2005 (78th),78,MUSIC (Original Score),,Pride & Prejudice ,Dario Marianelli
2005 (78th),78,MUSIC (Original Song),,"""In The Deep"" from Crash",Music by Kathleen Bird York and Michael Becker; Lyric by Kathleen Bird York
2005 (78th),78,MUSIC (Original Song),1,"""It's Hard Out Here For A Pimp"" from Hustle & Flow","Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard"
2005 (78th),78,MUSIC (Original Song),,"""Travelin' Thru"" from Transamerica",Music and Lyric by Dolly Parton
2005 (78th),78,BEST PICTURE,,Brokeback Mountain ,"Diana Ossana and James Schamus, Producers"
2005 (78th),78,BEST PICTURE,,Capote ,"Caroline Baron, William Vince and Michael Ohoven, Producers"
2005 (78th),78,BEST PICTURE,1,Crash ,"Paul Haggis and Cathy Schulman, Producers"
2005 (78th),78,BEST PICTURE,,"Good Night, and Good Luck. ","Grant Heslov, Producer"
2005 (78th),78,BEST PICTURE,,Munich ,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers"
2005 (78th),78,SHORT FILM (Animated),,Badgered ,Sharon Colman
2005 (78th),78,SHORT FILM (Animated),1,The Moon and the Son: An Imagined Conversation ,John Canemaker and Peggy Stern
2005 (78th),78,SHORT FILM (Animated),,The Mysterious Geographic Explorations of Jasper Morello ,Anthony Lucas
2005 (78th),78,SHORT FILM (Animated),,9 ,Shane Acker
2005 (78th),78,SHORT FILM (Animated),,One Man Band ,Andrew Jimenez and Mark Andrews
2005 (78th),78,SHORT FILM (Live Action),,Ausreisser (The Runaway) ,Ulrike Grote
2005 (78th),78,SHORT FILM (Live Action),,Cashback ,Sean Ellis and Lene Bausager
2005 (78th),78,SHORT FILM (Live Action),,The Last Farm ,Rúnar Rúnarsson and Thor S. Sigurjónsson
2005 (78th),78,SHORT FILM (Live Action),,Our Time Is Up ,Rob Pearlstein and Pia Clemente
2005 (78th),78,SHORT FILM (Live Action),1,Six Shooter ,Martin McDonagh
2005 (78th),78,SOUND EDITING,1,King Kong ,Mike Hopkins and Ethan Van der Ryn
2005 (78th),78,SOUND EDITING,,Memoirs of a Geisha ,Wylie Stateman
2005 (78th),78,SOUND EDITING,,War of the Worlds ,Richard King
2005 (78th),78,SOUND MIXING,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ","Terry Porter, Dean A. Zupancic and Tony Johnson"
2005 (78th),78,SOUND MIXING,1,King Kong ,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek"
2005 (78th),78,SOUND MIXING,,Memoirs of a Geisha ,"Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett"
2005 (78th),78,SOUND MIXING,,Walk the Line ,"Paul Massey, D.M. Hemphill and Peter F. Kurland"
2005 (78th),78,SOUND MIXING,,War of the Worlds ,"Andy Nelson, Anna Behlmer and Ronald Judkins"
2005 (78th),78,VISUAL EFFECTS,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ","Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar"
2005 (78th),78,VISUAL EFFECTS,1,King Kong ,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor"
2005 (78th),78,VISUAL EFFECTS,,War of the Worlds ,"Dennis Muren, Pablo Helman, Randal M. Dutra and Daniel Sudick"
2005 (78th),78,WRITING (Adapted Screenplay),1,Brokeback Mountain ,Screenplay by Larry McMurtry & Diana Ossana
2005 (78th),78,WRITING (Adapted Screenplay),,Capote ,Screenplay by Dan Futterman
2005 (78th),78,WRITING (Adapted Screenplay),,The Constant Gardener ,Screenplay by Jeffrey Caine
2005 (78th),78,WRITING (Adapted Screenplay),,A History of Violence ,Screenplay by Josh Olson
2005 (78th),78,WRITING (Adapted Screenplay),,Munich ,Screenplay by Tony Kushner and Eric Roth
2005 (78th),78,WRITING (Original Screenplay),1,Crash ,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis
2005 (78th),78,WRITING (Original Screenplay),,"Good Night, and Good Luck. ",Screenplay by George Clooney & Grant Heslov
2005 (78th),78,WRITING (Original Screenplay),,Match Point ,Written by Woody Allen
2005 (78th),78,WRITING (Original Screenplay),,The Squid and the Whale ,Written by Noah Baumbach
2005 (78th),78,WRITING (Original Screenplay),,Syriana ,Written by Stephen Gaghan
2005 (78th),78,HONORARY AWARD,1,To Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,
2005 (78th),78,GORDON E. SAWYER AWARD,1,Gary Demos,
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To DAVID GROBER for the concept and mechanical design and SCOTT LEWALLEN for the electronic and software design of the Perfect Horizon camera stabilization head. Perfect Horizon effectively neutralizes the extraneous motion encountered in boats, camera cars, snowmobiles or other vehicles, leaving the pan/tilt head and camera stable and level with the horizon. [Photography]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To ANATOLIY KOKUSH, YURIY POPOVSKY and OLEKSIY ZOLOTAROV for the concept and development of the Russian Arm gyro-stabilized camera crane and the Flight Head. The Russian Arm and Flight Head opened new possibilities for filmmakers. With the ability to be mounted on the roof of almost any car, this remotely-operated crane and camera head can move smoothly in a 360 degree circle around the car, even while it is being driven at high speeds by actors, creating heretofore impossible perspectives. [Camera Cranes]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To ANATOLIY KOKUSH for the concept and development of the Cascade series of motion picture cranes. The lightweight structure of the Cascade and Traveling Cascade Cranes enables the filmmaker to achieve heights of up to 70 feet, allowing for the placement of the camera in otherwise impossible locations. [Camera Cranes]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,To GARRETT BROWN for the original concept of the Skycam flying camera system,"the first use of 3-D volumetric cable technology for motion picture cinematography. In creating the first remote-controlled, cable-supported flying camera system, Garrett Brown's pioneering efforts have influenced all subsequent development in this area of technology. [Camera Cranes]"
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To DAVID BARAFF, MICHAEL KASS and ANDREW WITKIN for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1998 paper titled ""Large Steps in Cloth Simulation"" was a seminal work, providing the key in demonstrating to the industry that the calculations necessary to simulate realistic, complex cloth could be achieved efficiently and robustly. Their work provided the conceptual foundation for many cloth simulation systems in use today. [Digital Imaging Technology]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),1,"To LAURIE FROST, PETER HANNAN and RICHARD LONCRAINE for the development of the remote camera head known as the Hot-Head. In use for over a quarter of a century, the Hot-Head has brought the possibility of safe, remotely-operated shots to every filmmaker. [Photography]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To GARY THIELTGES for the design and development of the remotely-operated, lightweight camera head known as the Sparrow Head. This well-integrated remote system enables filmmakers to remotely pan and tilt their camera from virtually any moving vehicle, giving the opportunity for unprecedented dynamic camera angles. [Photography]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,To FRANK FLETCHER and DAVE SHERWIN for the introduction and continuing development of the Power Pod modular camera head system. The Power Pod system enables filmmakers to configure a remote controlled head to meet their own unique requirements. [Photography],
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To ALVAH MILLER, MICHAEL SORENSEN and J. WALT ADAMCZYK for the design and development of the Aerohead motion control camera head and the J-Viz Pre-Visualization system. This remote head not only serves the needs of the live-action filmmaker, but also provides the functionality of a motion-controlled head, allowing for sophisticated tiling and pre-visualization techniques. [Photography]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To SCOTT LEVA for the design and development of the Precision Stunt Airbag for motion picture stunt falls. The Precision Stunt Airbag is designed to envelop the stunt jumper, even on off-center hits. This feature serves to enhance the safety of stunt performers in falls from up to 200 feet. [Stage Operations]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To LEV YEVSTRATOV, GEORGE PETERS and VASILIY ORLOV for the development of the Ultimate Arm Camera Crane System for specialized vehicle photography. Representing a significant evolutionary improvement in camera car technology, this remotely-controlled, gyro-stabilized and flexible camera crane offers a highly stable platform for high-speed, rough terrain action shots. Its ingenious applications of sophisticated technology solve many of the problems inherent in chase vehicle filming. [Camera Cranes]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To JAMES RODNUNSKY, ALEX MacDONALD and MARK CHAPMAN for the development of the Cablecam 3-D volumetric suspended cable camera technologies. The evolution of the Cablecam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To TIM DRNEC, BEN BRITTEN SMITH and MATT DAVIS for the development of the Spydercam 3-D volumetric suspended cable camera technologies. The evolution of the Spydercam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To JOHN PLATT and DEMETRI TERZOPOULOS for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1987 paper ""Elastically Deformable Models"" was a milestone in computer graphics, introducing the concept of physically-based techniques to simulate moving, deforming objects. [Digital Imaging Technology]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To ED CATMULL, for the original concept, and TONY DeROSE and JOS STAM for their scientific and practical implementation of subdivision surfaces as a modeling technique in motion picture production. Subdivision surfaces have become a preferred modeling primitive for many types of motion picture computer graphics. [Digital Imaging Technology]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To HAROLD RATTRAY, TERRY CLABORN, STEVE GARLICK, BILL HOGUE and TIM REYNOLDS for the design, engineering and implementation of the Technicolor Real Time Answer Print System. This system provides a method by which filmmakers can preview real-time color corrections using actual film prints, reducing both the turnaround time and the number of reprints required. [Laboratory]",
2005 (78th),78,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),1,"To UDO SCHAUSS and HILDEGARD EBBESMEIER for the optical design and NICOLE WEMKEN and MICHAEL ANDERER for the mechanical design of the Cinelux Premiere Cinema Projection Lenses. The Cinelux Premiere Lenses incorporate an iris and aspheric elements which provide a more uniform modulation transfer function and better light transmission to the sides and corners of the theater projection screen. This reduces the traditional problems of softness in the corners, hot-spotting and varying brightness between film formats. [Projection]",
2005 (78th),78,JOHN A. BONNER MEDAL OF COMMENDATION,1,To Don Hall in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,
2006 (79th),79,ACTOR,,Leonardo DiCaprio,Blood Diamond
2006 (79th),79,ACTOR,,Ryan Gosling,Half Nelson
2006 (79th),79,ACTOR,,Peter O'Toole,Venus
2006 (79th),79,ACTOR,,Will Smith,The Pursuit of Happyness
2006 (79th),79,ACTOR,1,Forest Whitaker,The Last King of Scotland
2006 (79th),79,ACTOR IN A SUPPORTING ROLE,1,Alan Arkin,Little Miss Sunshine
2006 (79th),79,ACTOR IN A SUPPORTING ROLE,,Jackie Earle Haley,Little Children
2006 (79th),79,ACTOR IN A SUPPORTING ROLE,,Djimon Hounsou,Blood Diamond
2006 (79th),79,ACTOR IN A SUPPORTING ROLE,,Eddie Murphy,Dreamgirls
2006 (79th),79,ACTOR IN A SUPPORTING ROLE,,Mark Wahlberg,The Departed
2006 (79th),79,ACTRESS,,Penélope Cruz,Volver
2006 (79th),79,ACTRESS,,Judi Dench,Notes on a Scandal
2006 (79th),79,ACTRESS,1,Helen Mirren,The Queen
2006 (79th),79,ACTRESS,,Meryl Streep,The Devil Wears Prada
2006 (79th),79,ACTRESS,,Kate Winslet,Little Children
2006 (79th),79,ACTRESS IN A SUPPORTING ROLE,,Adriana Barraza,Babel
2006 (79th),79,ACTRESS IN A SUPPORTING ROLE,,Cate Blanchett,Notes on a Scandal
2006 (79th),79,ACTRESS IN A SUPPORTING ROLE,,Abigail Breslin,Little Miss Sunshine
2006 (79th),79,ACTRESS IN A SUPPORTING ROLE,1,Jennifer Hudson,Dreamgirls
2006 (79th),79,ACTRESS IN A SUPPORTING ROLE,,Rinko Kikuchi,Babel
2006 (79th),79,ANIMATED FEATURE FILM,,Cars ,John Lasseter
2006 (79th),79,ANIMATED FEATURE FILM,1,Happy Feet ,George Miller
2006 (79th),79,ANIMATED FEATURE FILM,,Monster House ,Gil Kenan
2006 (79th),79,ART DIRECTION,,Dreamgirls ,Art Direction:  John Myhre; Set Decoration:  Nancy Haigh
2006 (79th),79,ART DIRECTION,,The Good Shepherd ,Art Direction:  Jeannine Oppewall; Set Decoration:  Gretchen Rau and Leslie E. Rollins
2006 (79th),79,ART DIRECTION,1,Pan's Labyrinth ,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta
2006 (79th),79,ART DIRECTION,,Pirates of the Caribbean: Dead Man's Chest ,Art Direction:  Rick Heinrichs; Set Decoration:  Cheryl Carasik
2006 (79th),79,ART DIRECTION,,The Prestige ,Art Direction:  Nathan Crowley; Set Decoration:  Julie Ochipinti
2006 (79th),79,CINEMATOGRAPHY,,The Black Dahlia ,Vilmos Zsigmond
2006 (79th),79,CINEMATOGRAPHY,,Children of Men ,Emmanuel Lubezki
2006 (79th),79,CINEMATOGRAPHY,,The Illusionist ,Dick Pope
2006 (79th),79,CINEMATOGRAPHY,1,Pan's Labyrinth ,Guillermo Navarro
2006 (79th),79,CINEMATOGRAPHY,,The Prestige ,Wally Pfister
2006 (79th),79,COSTUME DESIGN,,Curse of the Golden Flower ,Yee Chung Man
2006 (79th),79,COSTUME DESIGN,,The Devil Wears Prada ,Patricia Field
2006 (79th),79,COSTUME DESIGN,,Dreamgirls ,Sharen Davis
2006 (79th),79,COSTUME DESIGN,1,Marie Antoinette ,Milena Canonero
2006 (79th),79,COSTUME DESIGN,,The Queen ,Consolata Boyle
2006 (79th),79,DIRECTING,,Babel ,Alejandro González Iñárritu
2006 (79th),79,DIRECTING,1,The Departed ,Martin Scorsese
2006 (79th),79,DIRECTING,,Letters from Iwo Jima ,Clint Eastwood
2006 (79th),79,DIRECTING,,The Queen ,Stephen Frears
2006 (79th),79,DIRECTING,,United 93 ,Paul Greengrass
2006 (79th),79,DOCUMENTARY (Feature),,Deliver Us from Evil ,Amy Berg and Frank Donner
2006 (79th),79,DOCUMENTARY (Feature),1,An Inconvenient Truth ,Davis Guggenheim
2006 (79th),79,DOCUMENTARY (Feature),,Iraq in Fragments ,James Longley and John Sinno
2006 (79th),79,DOCUMENTARY (Feature),,Jesus Camp ,Heidi Ewing and Rachel Grady
2006 (79th),79,DOCUMENTARY (Feature),,"My Country, My Country ",Laura Poitras and Jocelyn Glatzer
2006 (79th),79,DOCUMENTARY (Short Subject),1,The Blood of Yingzhou District ,Ruby Yang and Thomas Lennon
2006 (79th),79,DOCUMENTARY (Short Subject),,Recycled Life ,Leslie Iwerks and Mike Glad
2006 (79th),79,DOCUMENTARY (Short Subject),,Rehearsing a Dream ,Karen Goodman and Kirk Simon
2006 (79th),79,DOCUMENTARY (Short Subject),,Two Hands ,Nathaniel Kahn and Susan Rose Behr
2006 (79th),79,FILM EDITING,,Babel ,Stephen Mirrione and Douglas Crise
2006 (79th),79,FILM EDITING,,Blood Diamond ,Steven Rosenblum
2006 (79th),79,FILM EDITING,,Children of Men ,Alex Rodríguez and Alfonso Cuarón
2006 (79th),79,FILM EDITING,1,The Departed ,Thelma Schoonmaker
